Date,Open,High,Low,Close,Adj Close,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
12/31/1997,33.34375,33.5,31.125,32.375,16.531826,124724400,"164,761,306,752","166,899,306,752",40.663,8.889,22.536,35.503,123.721,"4,701,000,000","4,701,000,000","1,276,000,000","3,425,000,000","2,252,000,000","2,076,000,000","1,173,000,000","81,000,000","1,184,000,000","367,000,000","817,000,000","817,000,000","817,000,000","817,000,000","817,000,000",0.165,0.165,"4,942,000,000","5,018,000,000","1,173,000,000","3,528,000,000","817,000,000","761,107,263.51","1,173,000,000","1,349,000,000","1,276,000,000","176,000,000","817,000,000","1,268,000,000",0.31,"25,107,263.51","16,940,000,000","5,969,000,000","1,737,000,000","1,737,000,000","1,639,000,000","959,000,000","10,971,000,000","3,743,000,000","5,771,000,000","-2,028,000,000","727,000,000","727,000,000","6,501,000,000","9,629,000,000","7,379,000,000","3,249,000,000","3,249,000,000","3,249,000,000","3,074,000,000","3,074,000,000","2,250,000,000","801,000,000","801,000,000","448,000,000","448,000,000","1,001,000,000","7,311,000,000","7,311,000,000","17,869,000,000","8,112,000,000","7,311,000,000","6,584,000,000","-1,410,000,000","11,186,000,000","6,584,000,000","3,875,000,000","4,941,258,000","4,941,258,000","589,000,000","589,000,000","817,000,000","176,000,000","176,000,000","437,000,000","437,000,000","-763,000,000","-763,000,000","-300,000,000","-317,000,000","-160,000,000","-160,000,000","796,000,000","-264,000,000","41,000,000","-305,000,000","1,737,000,000","-334,000,000","-39,000,000","2,110,000,000","-317,000,000","41,000,000","-305,000,000","272,000,000"
9/30/1997,30.5,32.125,25.0,28.3125,14.4258,203189400,"150,878,742,000","151,814,742,000",37.423,8.234,20.722,30.645,109.062,"4,954,000,000","4,954,000,000","1,510,000,000","3,444,000,000","2,201,000,000","2,052,000,000","1,243,000,000","320,000,000","1,505,000,000","494,000,000","1,011,000,000","1,011,000,000","1,011,000,000","1,011,000,000","1,011,000,000",0.205,0.2,"4,956,000,000","5,030,000,000","1,243,000,000","3,711,000,000","1,011,000,000","796,036,544.85","1,243,000,000","1,392,000,000","1,510,000,000","149,000,000","1,011,000,000","1,072,000,000",0.328,"105,036,544.85","17,402,000,000","6,679,000,000","2,110,000,000","2,110,000,000","1,758,000,000","1,056,000,000","10,723,000,000","3,764,000,000","5,812,000,000","-2,048,000,000","706,000,000","706,000,000","6,253,000,000","10,121,000,000","7,331,000,000","3,565,000,000","3,565,000,000","3,565,000,000","2,099,000,000","2,099,000,000","2,790,000,000","947,000,000","947,000,000","414,000,000","414,000,000","1,429,000,000","7,281,000,000","7,281,000,000","17,396,000,000","8,228,000,000","7,281,000,000","6,575,000,000","-652,000,000","10,327,000,000","6,575,000,000","3,046,000,000","4,946,844,000","4,946,844,000","1,316,000,000","1,316,000,000","1,011,000,000","149,000,000","149,000,000","-44,000,000","-44,000,000","168,000,000","168,000,000","-294,000,000","-304,000,000","-1,871,000,000","-1,871,000,000","-1,004,000,000","-519,000,000","33,000,000","-552,000,000","2,110,000,000","-387,000,000","-55,000,000","2,552,000,000","-304,000,000","33,000,000","-552,000,000","1,012,000,000"
6/30/1997,34.0,35.96875,33.875,34.5625,17.567528,131737400,"172,988,788,500","174,521,788,500",43.594,9.612,23.815,34.389,108.669,"5,075,000,000","5,075,000,000","1,446,000,000","3,629,000,000","2,186,000,000","2,023,000,000","1,443,000,000","554,000,000","1,935,000,000","621,000,000","1,314,000,000","1,314,000,000","1,314,000,000","1,314,000,000","1,314,000,000",0.265,0.26,"4,960,000,000","5,038,000,000","1,443,000,000","3,632,000,000","1,314,000,000","937,795,348.84","1,443,000,000","1,606,000,000","1,446,000,000","163,000,000","1,314,000,000","1,052,000,000",0.321,"177,795,348.84","18,323,000,000","7,583,000,000","2,552,000,000","2,552,000,000","1,941,000,000","1,130,000,000","10,740,000,000","3,774,000,000","5,894,000,000","-2,120,000,000","814,000,000","814,000,000","6,152,000,000","11,059,000,000","8,340,000,000","3,591,000,000","3,591,000,000","3,591,000,000","3,133,000,000","3,133,000,000","2,719,000,000","952,000,000","952,000,000","322,000,000","322,000,000","1,445,000,000","7,264,000,000","7,264,000,000","16,735,000,000","8,216,000,000","7,264,000,000","6,450,000,000","-757,000,000","11,349,000,000","6,450,000,000","4,085,000,000","4,960,252,000","4,960,252,000","1,224,000,000","1,224,000,000","1,314,000,000","163,000,000","163,000,000","150,000,000","150,000,000","-457,000,000","-457,000,000","-234,000,000","-263,000,000","-193,000,000","-193,000,000","300,000,000","-146,000,000","41,000,000","-187,000,000","2,552,000,000","574,000,000","43,000,000","1,935,000,000","-263,000,000","41,000,000","-187,000,000","961,000,000"
3/31/1997,27.875,31.875,26.375,31.8125,16.136629,151059200,"138,226,996,000","140,079,996,000",36.921,7.541,21.004,33.852,109.437,"4,138,000,000","4,138,000,000","1,157,000,000","2,981,000,000","1,839,000,000","1,701,000,000","1,142,000,000","357,000,000","1,431,000,000","444,000,000","987,000,000","987,000,000","987,000,000","987,000,000","987,000,000",0.2,0.195,"4,960,000,000","5,038,000,000","1,142,000,000","2,996,000,000","987,000,000","740,767,295.60","1,142,000,000","1,280,000,000","1,157,000,000","138,000,000","987,000,000","923,000,000",0.31,"110,767,295.60","16,359,000,000","6,340,000,000","1,935,000,000","1,935,000,000","1,697,000,000","1,051,000,000","10,019,000,000","3,619,000,000","5,689,000,000","-2,070,000,000","818,000,000","818,000,000","5,582,000,000","9,778,000,000","7,310,000,000","3,104,000,000","3,104,000,000","3,104,000,000","2,839,000,000","2,839,000,000","2,468,000,000","949,000,000","949,000,000","219,000,000","219,000,000","1,300,000,000","6,581,000,000","6,581,000,000","15,764,000,000","7,530,000,000","6,581,000,000","5,763,000,000","-970,000,000","10,369,000,000","5,763,000,000","3,788,000,000","4,958,816,000","4,958,816,000","904,000,000","904,000,000","987,000,000","138,000,000","138,000,000","-163,000,000","-163,000,000","552,000,000","552,000,000","-194,000,000","-209,000,000","-871,000,000","-871,000,000","-688,000,000","-183,000,000","35,000,000","-218,000,000","1,935,000,000","585,000,000","-83,000,000","1,433,000,000","-209,000,000","35,000,000","-218,000,000","695,000,000"
12/31/1996,26.25,30.125,25.5625,28.9375,14.645173,160477000,"130,562,256,625","133,642,256,625",37.589,7.085,21.209,30.079,114.714,"4,443,000,000","4,443,000,000","1,369,000,000","3,074,000,000","2,028,000,000","1,909,000,000","1,046,000,000","134,000,000","1,104,000,000","342,000,000","762,000,000","762,000,000","762,000,000","762,000,000","762,000,000",0.155,0.15,"4,970,000,000","5,202,000,000","1,046,000,000","3,397,000,000","762,000,000","669,510,869.57","1,046,000,000","1,165,000,000","1,369,000,000","119,000,000","762,000,000","1,031,000,000",0.31,"41,510,869.57","16,161,000,000","5,910,000,000","1,433,000,000","1,433,000,000","1,641,000,000","952,000,000","10,251,000,000","3,550,000,000","5,581,000,000","-2,031,000,000","753,000,000","753,000,000","5,948,000,000","10,005,000,000","7,406,000,000","2,972,000,000","2,972,000,000","2,972,000,000","3,397,000,000","3,397,000,000","2,599,000,000","1,116,000,000","1,116,000,000","301,000,000","301,000,000","1,182,000,000","6,156,000,000","6,156,000,000","15,127,000,000","7,272,000,000","6,156,000,000","5,403,000,000","-1,496,000,000","10,669,000,000","5,403,000,000","4,513,000,000","4,961,986,000","4,961,986,000","819,000,000","819,000,000","762,000,000","119,000,000","119,000,000","-273,000,000","-273,000,000","-683,000,000","-683,000,000","-271,000,000","-308,000,000","-886,000,000","-886,000,000","256,000,000","-519,000,000","50,000,000","-569,000,000","1,433,000,000","-750,000,000","17,000,000","2,166,000,000","-308,000,000","50,000,000","-569,000,000","511,000,000"
9/30/1996,25.4375,25.4375,23.8125,25.25,12.747848,135854600,"126,625,890,875","128,730,890,875",38.109,6.915,20.309,27.648,222.333,"4,656,000,000","4,656,000,000","1,689,000,000","2,967,000,000","2,513,000,000","2,388,000,000","454,000,000","550,000,000","937,000,000","-30,000,000","967,000,000","967,000,000","967,000,000","967,000,000","967,000,000",0.195,0.19,"4,984,000,000","4,984,000,000","454,000,000","4,202,000,000","967,000,000","637,000,000","454,000,000","579,000,000","1,689,000,000","125,000,000","967,000,000","29,000,000",0.4,"220,000,000","15,874,000,000","6,360,000,000","2,166,000,000","2,166,000,000","1,586,000,000","1,075,000,000","9,514,000,000","3,591,000,000","5,723,000,000","-2,132,000,000","577,000,000","577,000,000","5,346,000,000","9,639,000,000","7,128,000,000","2,912,000,000","2,912,000,000","2,912,000,000","3,135,000,000","3,135,000,000","2,511,000,000","1,136,000,000","1,136,000,000","212,000,000","212,000,000","1,163,000,000","6,235,000,000","6,235,000,000","14,671,000,000","7,371,000,000","6,235,000,000","5,658,000,000","-768,000,000","10,506,000,000","5,658,000,000","4,271,000,000","4,977,922,000","4,977,922,000","1,066,000,000","1,066,000,000","967,000,000","125,000,000","125,000,000","87,000,000","87,000,000","96,000,000","96,000,000","-281,000,000","-302,000,000","-745,000,000","-745,000,000","-137,000,000","-297,000,000","18,000,000","-315,000,000","2,166,000,000","417,000,000","-25,000,000","1,774,000,000","-302,000,000","18,000,000","-315,000,000","764,000,000"
6/30/1996,24.5,24.9375,22.125,23.4375,11.804535,129717000,"122,196,592,000","124,904,592,000",40.329,6.731,22.057,23.778,82.993,"5,253,000,000","5,253,000,000","1,783,000,000","3,470,000,000","2,088,000,000","1,965,000,000","1,382,000,000","211,000,000","1,522,000,000","472,000,000","1,050,000,000","1,050,000,000","1,050,000,000","1,050,000,000","1,050,000,000",0.21,0.21,"5,000,000,000","5,000,000,000","1,382,000,000","3,871,000,000","1,050,000,000","904,434,954.01","1,382,000,000","1,505,000,000","1,783,000,000","123,000,000","1,050,000,000","1,294,000,000",0.31,"65,434,954.01","16,523,000,000","6,570,000,000","1,774,000,000","1,774,000,000","2,151,000,000","1,291,000,000","9,953,000,000","4,461,000,000","6,844,000,000","-2,383,000,000","1,013,000,000","1,013,000,000","4,479,000,000","10,587,000,000","8,140,000,000","3,095,000,000","3,095,000,000","3,095,000,000","3,328,000,000","3,328,000,000","2,447,000,000","1,144,000,000","1,144,000,000","212,000,000","212,000,000","1,091,000,000","5,936,000,000","5,936,000,000","14,020,000,000","7,080,000,000","5,936,000,000","4,923,000,000","-1,570,000,000","10,408,000,000","4,923,000,000","4,472,000,000","4,987,616,000","4,987,616,000","925,000,000","925,000,000","1,050,000,000","123,000,000","123,000,000","75,000,000","75,000,000","-267,000,000","-267,000,000","-228,000,000","-235,000,000","-455,000,000","-455,000,000","165,000,000","-307,000,000","24,000,000","-331,000,000","1,774,000,000","203,000,000","-11,000,000","1,582,000,000","-235,000,000","24,000,000","-331,000,000","690,000,000"
3/31/1996,20.78125,21.125,19.5625,20.375,10.234785,146452800,"103,399,848,750","106,296,848,750",34.916,5.814,19.177,25.345,92.836,"4,194,000,000","4,194,000,000","1,418,000,000","2,776,000,000","1,743,000,000","1,631,000,000","1,033,000,000","72,000,000","1,033,000,000","320,000,000","713,000,000","713,000,000","713,000,000","713,000,000","713,000,000",0.14,0.14,"5,006,000,000","5,006,000,000","1,033,000,000","3,161,000,000","713,000,000","663,303,969.02","1,033,000,000","1,145,000,000","1,418,000,000","112,000,000","713,000,000","1,073,000,000",0.31,"22,303,969.02","15,627,000,000","5,964,000,000","1,582,000,000","1,582,000,000","1,806,000,000","1,190,000,000","9,663,000,000","4,313,000,000","6,643,000,000","-2,330,000,000","963,000,000","963,000,000","4,387,000,000","10,087,000,000","7,745,000,000","2,920,000,000","2,920,000,000","2,920,000,000","3,141,000,000","3,141,000,000","2,342,000,000","1,149,000,000","1,149,000,000","180,000,000","180,000,000","1,013,000,000","5,540,000,000","5,540,000,000","13,282,000,000","6,689,000,000","5,540,000,000","4,577,000,000","-1,781,000,000","9,830,000,000","4,577,000,000","4,290,000,000","4,998,180,000","4,998,180,000","653,000,000","653,000,000","713,000,000","112,000,000","112,000,000","-34,000,000","-34,000,000","-196,000,000","-196,000,000","-129,000,000","-145,000,000","-16,000,000","-16,000,000","258,000,000","-274,000,000","32,000,000","-306,000,000","1,582,000,000","441,000,000","-26,000,000","1,167,000,000","-145,000,000","32,000,000","-306,000,000","508,000,000"
12/31/1995,18.5625,19.0,18.03125,18.84375,9.436478,138021600,"92,983,200,750","95,228,200,750",32.283,5.338,17.654,21.977,89.332,"4,333,000,000","4,333,000,000","1,553,000,000","2,780,000,000","1,831,000,000","1,714,000,000","949,000,000","56,000,000","925,000,000","277,000,000","648,000,000","648,000,000","648,000,000","648,000,000","648,000,000",0.125,0.12,"5,008,000,000","5,200,000,000","949,000,000","3,384,000,000","648,000,000","608,769,729.73","949,000,000","1,066,000,000","1,553,000,000","117,000,000","648,000,000","1,010,000,000",0.299,"16,769,729.73","15,041,000,000","5,450,000,000","1,167,000,000","1,167,000,000","1,750,000,000","1,117,000,000","9,591,000,000","4,336,000,000","6,657,000,000","-2,321,000,000","944,000,000","944,000,000","4,311,000,000","9,649,000,000","7,348,000,000","2,894,000,000","2,894,000,000","2,894,000,000","2,923,000,000","2,923,000,000","2,301,000,000","1,141,000,000","1,141,000,000","194,000,000","194,000,000","966,000,000","5,392,000,000","5,392,000,000","12,882,000,000","6,533,000,000","5,392,000,000","4,448,000,000","-1,898,000,000","9,456,000,000","4,448,000,000","4,064,000,000","5,009,196,000","5,009,196,000","814,000,000","814,000,000","648,000,000","117,000,000","117,000,000","143,000,000","143,000,000","-551,000,000","-551,000,000","-230,000,000","-229,000,000","-876,000,000","-876,000,000","31,000,000","-355,000,000","24,000,000","-379,000,000","1,167,000,000","-613,000,000","7,000,000","1,773,000,000","-229,000,000","24,000,000","-379,000,000","585,000,000"
9/30/1995,17.25,18.46875,17.09375,17.96875,8.97204,129486400,"86,607,834,000","89,004,834,000",31.364,5.117,16.35,18.183,79.186,"4,895,000,000","4,895,000,000","1,831,000,000","3,064,000,000","2,058,000,000","1,940,000,000","1,006,000,000","228,000,000","1,168,000,000","366,000,000","802,000,000","802,000,000","802,000,000","802,000,000","802,000,000",0.16,0.16,"5,036,000,000","5,036,000,000","1,006,000,000","3,889,000,000","802,000,000","645,445,205.48","1,006,000,000","1,124,000,000","1,831,000,000","118,000,000","802,000,000","896,000,000",0.313,"71,445,205.48","15,094,000,000","6,112,000,000","1,773,000,000","1,773,000,000","1,701,000,000","1,203,000,000","8,982,000,000","4,217,000,000","6,512,000,000","-2,295,000,000","672,000,000","672,000,000","4,093,000,000","9,827,000,000","7,815,000,000","3,075,000,000","3,075,000,000","3,075,000,000","3,138,000,000","3,138,000,000","2,012,000,000","880,000,000","880,000,000","179,000,000","179,000,000","953,000,000","5,267,000,000","5,267,000,000","12,507,000,000","6,147,000,000","5,267,000,000","4,595,000,000","-1,703,000,000","9,285,000,000","4,595,000,000","4,018,000,000","5,020,744,000","5,020,744,000","1,215,000,000","1,215,000,000","802,000,000","118,000,000","118,000,000","10,000,000","10,000,000","-224,000,000","-224,000,000","-232,000,000","-250,000,000","-720,000,000","-720,000,000","59,000,000","-501,000,000","14,000,000","-515,000,000","1,773,000,000","271,000,000","-136,000,000","1,638,000,000","-250,000,000","14,000,000","-515,000,000","965,000,000"
6/30/1995,15.9375,16.71875,15.78125,16.40625,8.163978,106394400,"80,456,133,750","82,853,133,750",28.977,4.727,15.189,16.785,60.609,"4,936,000,000","4,936,000,000","1,767,000,000","3,169,000,000","1,911,000,000","1,802,000,000","1,258,000,000","115,000,000","1,304,000,000","406,000,000","898,000,000","898,000,000","898,000,000","898,000,000","898,000,000",0.18,0.18,"5,060,000,000","5,060,000,000","1,258,000,000","3,678,000,000","898,000,000","818,805,214.72","1,258,000,000","1,367,000,000","1,767,000,000","109,000,000","898,000,000","1,252,000,000",0.311,"35,805,214.72","15,145,000,000","6,370,000,000","1,638,000,000","1,638,000,000","1,875,000,000","1,327,000,000","8,775,000,000","4,259,000,000","6,530,000,000","-2,271,000,000","693,000,000","693,000,000","3,823,000,000","9,848,000,000","7,893,000,000","3,098,000,000","3,098,000,000","3,098,000,000","3,143,000,000","3,143,000,000","1,955,000,000","892,000,000","892,000,000","145,000,000","145,000,000","918,000,000","5,297,000,000","5,297,000,000","11,994,000,000","6,189,000,000","5,297,000,000","4,604,000,000","-1,523,000,000","9,332,000,000","4,604,000,000","4,035,000,000","5,048,228,000","5,048,228,000","738,000,000","738,000,000","898,000,000","109,000,000","109,000,000","5,000,000","5,000,000","-244,000,000","-244,000,000","-225,000,000","-230,000,000","-152,000,000","-152,000,000","565,000,000","-437,000,000","25,000,000","-462,000,000","1,638,000,000","342,000,000","20,000,000","1,276,000,000","-230,000,000","25,000,000","-462,000,000","508,000,000"
3/31/1995,14.09375,14.71875,14.03125,14.53125,7.204547,95801200,"71,530,770,816","73,701,770,816",27.104,4.351,13.933,19.123,74.522,"3,854,000,000","3,854,000,000","1,335,000,000","2,519,000,000","1,640,000,000","1,530,000,000","879,000,000","109,000,000","931,000,000","293,000,000","638,000,000","638,000,000","638,000,000","638,000,000","638,000,000",0.125,0.125,"5,088,000,000","5,088,000,000","879,000,000","2,975,000,000","638,000,000","563,303,974.22","879,000,000","989,000,000","1,335,000,000","110,000,000","638,000,000","880,000,000",0.315,"34,303,974.22","13,971,000,000","5,337,000,000","1,276,000,000","1,276,000,000","1,509,000,000","1,188,000,000","8,634,000,000","4,140,000,000","6,326,000,000","-2,186,000,000","689,000,000","689,000,000","3,805,000,000","8,837,000,000","6,601,000,000","2,837,000,000","2,837,000,000","2,837,000,000","2,222,000,000","2,222,000,000","2,236,000,000","1,225,000,000","1,225,000,000","124,000,000","124,000,000","887,000,000","5,134,000,000","5,134,000,000","11,361,000,000","6,359,000,000","5,134,000,000","4,445,000,000","-1,264,000,000","8,581,000,000","4,445,000,000","3,447,000,000","5,075,264,000","5,075,264,000","348,000,000","348,000,000","638,000,000","110,000,000","110,000,000","-1,000,000","-1,000,000","6,000,000","6,000,000","-206,000,000","-228,000,000","-530,000,000","-530,000,000","-113,000,000","-417,000,000","23,000,000","-440,000,000","1,276,000,000","-176,000,000","66,000,000","1,386,000,000","-228,000,000","23,000,000","-440,000,000","120,000,000"
12/31/1994,12.875,13.1875,12.1875,13.125,6.481538,138054400,"65,710,549,500","67,234,549,500",27.394,4.319,11.724,16.738,68.189,"4,017,000,000","4,017,000,000","1,378,000,000","2,639,000,000","1,773,000,000","1,653,000,000","866,000,000","17,000,000","828,000,000","261,000,000","567,000,000","567,000,000","567,000,000","567,000,000","567,000,000",0.11,0.11,"5,124,000,000","5,172,000,000","866,000,000","3,151,000,000","567,000,000","555,358,695.65","866,000,000","986,000,000","1,378,000,000","120,000,000","567,000,000","969,000,000",0.315,"5,358,695.65","13,873,000,000","5,205,000,000","1,386,000,000","1,386,000,000","1,525,000,000","1,047,000,000","8,668,000,000","4,080,000,000","6,157,000,000","-2,077,000,000","660,000,000","660,000,000","3,928,000,000","8,638,000,000","6,177,000,000","2,564,000,000","2,564,000,000","2,564,000,000","2,083,000,000","2,083,000,000","2,461,000,000","1,426,000,000","1,426,000,000","180,000,000","180,000,000","855,000,000","5,235,000,000","5,235,000,000","11,006,000,000","6,661,000,000","5,235,000,000","4,575,000,000","-972,000,000","8,744,000,000","4,575,000,000","3,509,000,000","5,103,732,000","5,103,732,000","794,000,000","794,000,000","567,000,000","120,000,000","120,000,000","43,000,000","43,000,000","-212,000,000","-212,000,000","-240,000,000","-309,000,000","-933,000,000","-933,000,000","211,000,000","-642,000,000","7,000,000","-649,000,000","1,386,000,000","-351,000,000","-16,000,000","1,753,000,000","-309,000,000","7,000,000","-649,000,000","485,000,000"
9/30/1994,12.15625,12.8125,12.0,12.59375,6.195756,133854400,"62,616,697,875","64,140,697,875",25.864,4.078,11.172,14.378,58.416,"4,461,000,000","4,461,000,000","1,662,000,000","2,799,000,000","1,799,000,000","1,701,000,000","1,000,000,000","84,000,000","1,033,000,000","325,000,000","708,000,000","708,000,000","708,000,000","708,000,000","708,000,000",0.14,0.14,"5,156,000,000","5,156,000,000","1,000,000,000","3,461,000,000","708,000,000","650,427,879.96","1,000,000,000","1,098,000,000","1,662,000,000","98,000,000","708,000,000","1,014,000,000",0.315,"26,427,879.96","13,950,000,000","5,592,000,000","1,753,000,000","1,753,000,000","1,375,000,000","1,116,000,000","8,358,000,000","3,996,000,000","6,113,000,000","-2,117,000,000","662,000,000","662,000,000","3,700,000,000","8,345,000,000","5,943,000,000","2,784,000,000","2,784,000,000","2,784,000,000","1,795,000,000","1,795,000,000","2,402,000,000","1,482,000,000","1,482,000,000","126,000,000","126,000,000","794,000,000","5,605,000,000","5,605,000,000","10,688,000,000","7,087,000,000","5,605,000,000","4,943,000,000","-351,000,000","8,882,000,000","4,943,000,000","3,277,000,000","5,150,988,000","5,150,988,000","1,133,000,000","1,133,000,000","708,000,000","98,000,000","98,000,000","-1,000,000","-1,000,000","-274,000,000","-274,000,000","-192,000,000","-205,000,000","-360,000,000","-360,000,000","-206,000,000","-120,000,000","21,000,000","-141,000,000","1,753,000,000","499,000,000","33,000,000","1,221,000,000","-205,000,000","21,000,000","-141,000,000","928,000,000"
6/30/1994,10.25,11.125,10.25,11.09375,5.434728,120258800,"52,402,350,000","54,653,350,000",22.823,3.634,10.046,12.587,46.633,"4,342,000,000","4,342,000,000","1,565,000,000","2,777,000,000","1,707,000,000","1,605,000,000","1,070,000,000","87,000,000","1,107,000,000","349,000,000","758,000,000","758,000,000","758,000,000","758,000,000","758,000,000",0.15,0.15,"5,168,000,000","5,168,000,000","1,070,000,000","3,272,000,000","758,000,000","698,428,184.28","1,070,000,000","1,172,000,000","1,565,000,000","102,000,000","758,000,000","1,085,000,000",0.315,"27,428,184.28","13,401,000,000","5,293,000,000","1,221,000,000","1,221,000,000","1,534,000,000","1,166,000,000","8,108,000,000","3,985,000,000","6,027,000,000","-2,042,000,000","568,000,000","568,000,000","3,555,000,000","8,185,000,000","5,838,000,000","2,496,000,000","2,496,000,000","2,496,000,000","2,001,000,000","2,001,000,000","2,347,000,000","1,471,000,000","1,471,000,000","133,000,000","133,000,000","743,000,000","5,216,000,000","5,216,000,000","10,231,000,000","6,687,000,000","5,216,000,000","4,648,000,000","-545,000,000","8,688,000,000","4,648,000,000","3,472,000,000","5,159,616,000","5,159,616,000","913,000,000","913,000,000","758,000,000","102,000,000","102,000,000","8,000,000","8,000,000","-286,000,000","-286,000,000","-169,000,000","-179,000,000","-380,000,000","-380,000,000","116,000,000","-213,000,000","23,000,000","-236,000,000","1,221,000,000","247,000,000","15,000,000","959,000,000","-179,000,000","23,000,000","-236,000,000","734,000,000"
3/31/1994,10.15625,10.46875,9.71875,10.4375,5.089425,125233200,"52,594,100,000","54,960,100,000",23.897,3.761,10.921,16.396,63.685,"3,352,000,000","3,352,000,000","1,151,000,000","2,201,000,000","1,429,000,000","1,338,000,000","772,000,000","31,000,000","760,000,000","239,000,000","521,000,000","521,000,000","521,000,000","521,000,000","521,000,000",0.1,0.1,"5,184,000,000","5,184,000,000","772,000,000","2,580,000,000","521,000,000","499,748,684.21","772,000,000","863,000,000","1,151,000,000","91,000,000","521,000,000","832,000,000",0.314,"9,748,684.21","12,409,000,000","4,568,000,000","959,000,000","959,000,000","1,270,000,000","1,071,000,000","7,841,000,000","3,824,000,000","5,764,000,000","-1,940,000,000","550,000,000","550,000,000","3,467,000,000","7,593,000,000","5,292,000,000","2,130,000,000","2,130,000,000","2,130,000,000","1,885,000,000","1,885,000,000","2,301,000,000","1,440,000,000","1,440,000,000","130,000,000","130,000,000","731,000,000","4,816,000,000","4,816,000,000","9,726,000,000","6,256,000,000","4,816,000,000","4,266,000,000","-724,000,000","8,141,000,000","4,266,000,000","3,325,000,000","5,178,496,000","5,178,496,000","343,000,000","343,000,000","521,000,000","91,000,000","91,000,000","8,000,000","8,000,000","-265,000,000","-265,000,000","-168,000,000","-185,000,000","-119,000,000","-119,000,000","216,000,000","-148,000,000","18,000,000","-166,000,000","959,000,000","-41,000,000","2,000,000","998,000,000","-185,000,000","18,000,000","-166,000,000","158,000,000"
12/31/1993,11.15625,11.1875,10.03125,10.21875,4.959059,141999200,"57,898,840,125","60,000,840,125",26.883,4.191,12.631,17.789,81.745,"3,373,000,000","3,373,000,000","1,163,000,000","2,210,000,000","1,573,000,000","1,476,000,000","637,000,000","86,000,000","679,000,000","213,000,000","454,000,000","454,000,000","454,000,000","466,000,000","454,000,000",0.09,0.085,"5,069,264,069","5,318,948,521","637,000,000","2,736,000,000","466,000,000","406,977,908.69","637,000,000","734,000,000","1,163,000,000","97,000,000","466,000,000","648,000,000",0.314,"26,977,908.69","12,021,000,000","4,434,000,000","998,000,000","998,000,000","1,243,000,000","1,049,000,000","7,587,000,000","3,729,000,000","5,596,000,000","-1,867,000,000","549,000,000","549,000,000","3,309,000,000","7,437,000,000","5,171,000,000","2,217,000,000","2,217,000,000","2,217,000,000","1,672,000,000","1,672,000,000","2,266,000,000","1,428,000,000","1,428,000,000","113,000,000","113,000,000","725,000,000","4,584,000,000","4,584,000,000","9,458,000,000","6,012,000,000","4,584,000,000","4,035,000,000","-737,000,000","7,684,000,000","4,035,000,000","3,100,000,000","5,189,812,000","5,189,812,000","630,000,000","630,000,000","466,000,000","97,000,000","97,000,000","-81,000,000","-81,000,000","-305,000,000","-305,000,000","-347,000,000","-218,000,000","-336,000,000","-336,000,000","15,000,000","-111,000,000","7,000,000","-118,000,000",0,"-11,000,000","-31,000,000",0,"-218,000,000","7,000,000","-118,000,000","412,000,000"
