Date,Open,High,Low,Close,Adj Close,PercentChangeClose,Percent100,Recommendation,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
9/30/2009,26.700001,27.75,26.355,26.655001,17.303091,1.078,107.836,Buy,419925800,124446617034,126535617034,19.889,4.076,5.195,15.73,44.367,8044000000,8044000000,2934000000,5110000000,2960000000,2912000000,2150000000,315000000,2443000000,523000000,1896000000,1896000000,1920000000,1920000000,1896000000,0.41,0.405,4632000000,4664000000,2150000000,5894000000,1896000000,1870064675,2532000000,2852000000,2934000000,320000000,1896000000,2819000000,0.214,"7,064,674.58",47107000000,16992000000,9125000000,8846000000,3465000000,2341000000,30115000000,9099000000,15773000000,-6674000000,12625000000,8525000000,1910000000,22685000000,13410000000,7224000000,7224000000,6755000000,6186000000,6186000000,9275000000,5028000000,5028000000,1123000000,1123000000,3124000000,24422000000,23955000000,40944000000,28983000000,23955000000,11330000000,3582000000,35169000000,11330000000,11214000000,7040000000,4628000000,2608000000,2608000000,1920000000,320000000,320000000,109000000,109000000,-396000000,-396000000,-417000000,-419000000,-1026000000,-1026000000,-230000000,155000000,157000000,-2000000,8846000000,1186000000,13000000,7647000000,-419000000,157000000,-2000000,2189000000
6/30/2009,24.24,25.514999,24.01,24.92,16.045696,1.168,116.761,Buy,432536800,111096754451,114599754451,17.708,3.598,4.814,13.862,36.648,8267000000,8267000000,2913000000,5354000000,2916000000,2844000000,2438000000,330000000,2728000000,679000000,2037000000,2049000000,2061000000,2061000000,2037000000,0.44,0.44,4626000000,4646000000,2438000000,5829000000,2049000000,2033978006,2825000000,3127000000,2913000000,302000000,2049000000,3107000000,0.249,"4,978,005.87",46054000000,16372000000,7945000000,7647000000,3746000000,2483000000,29682000000,8904000000,15474000000,-6570000000,12627000000,8535000000,1859000000,22537000000,13567000000,7136000000,7136000000,6356000000,6431000000,6431000000,8970000000,5017000000,5017000000,902000000,902000000,3051000000,23517000000,23076000000,39999000000,28093000000,23076000000,10449000000,2805000000,34524000000,10449000000,11448000000,4630002410,4630000000,2789000000,2789000000,2049000000,302000000,302000000,-63000000,-63000000,-565000000,-565000000,-488000000,-513000000,-1675000000,-1675000000,-786000000,60000000,64000000,-4000000,7647000000,549000000,282000000,6816000000,-513000000,64000000,-4000000,2276000000
3/31/2009,21.879999,22.915001,21,21.525,13.742305,1.018,101.839,Buy,461491600,101729226219,106829226219,18.086,3.224,4.912,14.902,48.937,7169000000,7169000000,2590000000,4579000000,2716000000,2624000000,1863000000,-40000000,1815000000,456000000,1348000000,1348000000,1359000000,1359000000,1348000000,0.29,0.29,4626000000,4638000000,1863000000,5306000000,1348000000,1377950413,1900000000,2183000000,2590000000,283000000,1348000000,2223000000,0.251,"-10,049,586.78",43103000000,14714000000,7079000000,6816000000,3139000000,2298000000,28389000000,8425000000,14635000000,-6210000000,12414000000,8426000000,1793000000,21995000000,13169000000,6007000000,6007000000,5651000000,7162000000,7162000000,8826000000,5017000000,5017000000,865000000,865000000,2944000000,21108000000,20712000000,38911000000,25729000000,20712000000,8298000000,1545000000,32891000000,8298000000,12179000000,7034000000,4620000000,873000000,873000000,1359000000,283000000,283000000,-20000000,-20000000,-599000000,-599000000,-460000000,-467000000,1817000000,1817000000,2757000000,10000000,10000000,0,6816000000,2091000000,24000000,4701000000,-467000000,10000000,0,406000000
12/31/2008,22.700001,23,20.780001,21.360001,13.494187,0.978,97.783,Sell,460252400,104734645035,109067645035,18.181,3.311,5.116,15.306,76.7,7126000000,7126000000,2568000000,4558000000,2852000000,2502000000,1706000000,-529000000,1150000000,155000000,995000000,995000000,995000000,995000000,995000000,0.215,0.215,4624000000,4642000000,1706000000,5420000000,995000000,1072004348,1137000000,1422000000,2568000000,285000000,995000000,1511000000,0.135,"-11,995,652.17",40519000000,12176000000,4979000000,4701000000,3090000000,2187000000,28343000000,8326000000,14400000000,-6074000000,12505000000,8476000000,1733000000,20047000000,12988000000,6457000000,1622000000,1370000000,6531000000,6531000000,7059000000,2781000000,2781000000,877000000,877000000,3401000000,20472000000,20472000000,38513000000,23253000000,20472000000,7967000000,-812000000,29784000000,7967000000,9312000000,7034000000,4620000000,1903000000,1903000000,995000000,285000000,285000000,-139000000,-139000000,-569000000,-569000000,-515000000,-598000000,-3809000000,-3809000000,-2068000000,16000000,16000000,0,4701000000,-2475000000,-621000000,7797000000,-598000000,16000000,0,1305000000
9/30/2008,26.309999,27.5,20.145,22.030001,13.800115,0.862,86.162,Sell,928837400,122232012230,125672012230,20.496,3.853,5.148,14.973,50.41,8393000000,8393000000,3020000000,5373000000,3186000000,3186000000,2187000000,264000000,2445000000,555000000,1890000000,1890000000,1890000000,1890000000,1890000000,0.41,0.405,4622000000,4658000000,2187000000,6206000000,1890000000,1896184049,2187000000,2493000000,3020000000,306000000,1890000000,2501000000,0.227,"-1,815,950.92",48180000000,16820000000,8084000000,7797000000,3674000000,2321000000,31360000000,8527000000,14956000000,-6429000000,12787000000,8776000000,10046000000,24435000000,16587000000,7940000000,7659000000,7659000000,8647000000,8647000000,7848000000,2877000000,2877000000,2168000000,2168000000,2803000000,23745000000,23745000000,38397000000,26622000000,23745000000,10958000000,233000000,35269000000,10958000000,11524000000,7034000000,4620000000,2450000000,2450000000,1890000000,306000000,306000000,1000000,1000000,-560000000,-560000000,-474000000,-474000000,-559000000,-559000000,258000000,63000000,111000000,-48000000,7797000000,1331000000,-105000000,6571000000,-474000000,111000000,-48000000,1976000000
6/30/2008,25.959999,26.445,24.719999,25.75,16.016499,0.881,88.058,Sell,619642400,120073800000,124373800000,21.045,3.874,5.18,13.749,41.334,9046000000,9046000000,3162000000,5884000000,3205000000,3205000000,2679000000,-763000000,1896000000,474000000,1422000000,1422000000,1422000000,1422000000,1422000000,0.305,0.305,4632000000,4686000000,2679000000,6367000000,1422000000,1362000000,2679000000,3009000000,3162000000,330000000,1422000000,2929000000,0.25,"20,000,000",47731000000,16089000000,6857000000,6571000000,4073000000,2531000000,31642000000,8712000000,15124000000,-6412000000,12929000000,8867000000,10001000000,24549000000,16620000000,8337000000,7978000000,7978000000,8283000000,8283000000,7929000000,2874000000,2874000000,1788000000,1788000000,3267000000,23182000000,23182000000,37386000000,26056000000,23182000000,10253000000,-531000000,34339000000,10253000000,11157000000,4620000000,4620000000,2098000000,2098000000,1422000000,330000000,330000000,-214000000,-214000000,-677000000,-677000000,-478000000,-510000000,-1058000000,-1058000000,460000000,-634000000,143000000,-777000000,6571000000,363000000,9000000,6199000000,-510000000,143000000,-777000000,1588000000
3/31/2008,30.504999,30.92,29.184999,29.434999,18.188641,1.004,100.421,Buy,395178800,141218400000,145472400000,22.798,4.724,6.131,19.714,66.7,7379000000,7379000000,2624000000,4755000000,2881000000,2881000000,1874000000,126000000,1948000000,448000000,1500000000,1500000000,1500000000,1500000000,1500000000,0.325,0.32,4644000000,4702000000,1874000000,5505000000,1500000000,1508470226,1874000000,2181000000,2624000000,307000000,1500000000,2192000000,0.23,"-2,529,774.13",47004000000,14888000000,6420000000,6199000000,3500000000,2447000000,32116000000,8675000000,14833000000,-6158000000,12617000000,8283000000,10824000000,23972000000,15588000000,8173000000,7805000000,7805000000,7415000000,7415000000,8384000000,3259000000,3259000000,1838000000,1838000000,3287000000,23032000000,23032000000,36843000000,26291000000,23032000000,10415000000,-700000000,33706000000,10415000000,10674000000,4640000000,4640000000,1120000000,1120000000,1500000000,307000000,307000000,-8000000,-8000000,-557000000,-557000000,-372000000,-386000000,1441000000,1441000000,1379000000,62000000,316000000,-254000000,6199000000,2004000000,102000000,4093000000,-386000000,316000000,-254000000,734000000
12/31/2007,30.725,32.794998,28.245001,29.5,18.112333,0.96,96.05,Sell,549924400,142255660000,147276660000,23.879,4.957,6.542,20.09,77.719,7331000000,7331000000,2641000000,4690000000,3164000000,3293000000,1526000000,296000000,1623000000,409000000,1214000000,1214000000,1214000000,1214000000,1214000000,0.265,0.26,4632000000,4692000000,1526000000,5805000000,1214000000,1120500308,1526000000,1895000000,2641000000,369000000,1214000000,1770000000,0.252,"31,500,308.07",43269000000,12105000000,4308000000,4093000000,3317000000,2220000000,31164000000,8493000000,14444000000,-5951000000,12219000000,7963000000,10452000000,21525000000,13225000000,7173000000,1380000000,1380000000,6052000000,6052000000,8300000000,3277000000,3277000000,1890000000,1890000000,3133000000,21744000000,21744000000,36235000000,25021000000,21744000000,9525000000,-1120000000,31073000000,9525000000,9329000000,4636000000,4636000000,1693000000,1693000000,1214000000,369000000,369000000,176000000,176000000,-2107000000,-2107000000,-497000000,-557000000,-261000000,-261000000,846000000,467000000,606000000,-139000000,4093000000,-675000000,152000000,4616000000,-557000000,606000000,-139000000,1136000000
9/30/2007,28.805,31.075001,28.459999,30.879999,18.85726,1.192,119.247,Buy,368842400,132640760000,137786760000,25.542,5.112,6.991,17.918,65.364,7690000000,7690000000,2884000000,4806000000,2977000000,2896000000,1829000000,271000000,2113000000,459000000,1654000000,1654000000,1654000000,1654000000,1654000000,0.36,0.355,4622000000,4662000000,1829000000,5861000000,1654000000,1666524373,1829000000,2108000000,2884000000,279000000,1654000000,2124000000,0.217,"-3,475,627.07",41670000000,12095000000,4813000000,4618000000,3116000000,2048000000,29575000000,8003000000,14114000000,-6111000000,11832000000,7662000000,9740000000,22001000000,15566000000,7514000000,7130000000,7130000000,8052000000,8052000000,6435000000,1594000000,1594000000,1403000000,1403000000,3438000000,19669000000,19669000000,35809000000,21263000000,19669000000,7837000000,-3471000000,29315000000,7837000000,9646000000,4616000000,4616000000,2162000000,2162000000,1654000000,279000000,279000000,-23000000,-23000000,-566000000,-566000000,-293000000,-321000000,-1346000000,-1346000000,-187000000,-371000000,370000000,-741000000,4616000000,250000000,2000000,4364000000,-321000000,370000000,-741000000,1841000000
6/30/2007,26.325001,27.245001,25.895,26.055,15.81362,1.005,100.515,Buy,419410800,120888410000,123545410000,23.457,4.9,7.024,15.976,48.563,7733000000,7733000000,2736000000,4997000000,2727000000,2685000000,2270000000,144000000,2408000000,557000000,1851000000,1851000000,1851000000,1851000000,1851000000,0.4,0.4,4624000000,4652000000,2270000000,5463000000,1851000000,1886359635,2270000000,2544000000,2736000000,274000000,1851000000,2590000000,0.231,"-10,640,365.45",39989000000,11912000000,4541000000,4364000000,3315000000,2086000000,28077000000,7579000000,12587000000,-5008000000,11010000000,7283000000,9488000000,21017000000,15248000000,7160000000,6631000000,6631000000,8088000000,8088000000,5769000000,1599000000,1599000000,1307000000,1307000000,2863000000,18972000000,18972000000,34941000000,20571000000,18972000000,7962000000,-3336000000,28659000000,7962000000,9687000000,4622000000,4622000000,2346000000,2346000000,1851000000,274000000,274000000,51000000,51000000,-3251000000,-3251000000,-358000000,-420000000,1573000000,1573000000,2050000000,310000000,550000000,-240000000,4364000000,668000000,64000000,3632000000,-420000000,550000000,-240000000,1926000000
3/31/2007,24.1,26.174999,24.025,26.094999,15.732602,1.098,109.78,Buy,414148400,110688000000,112680000000,22.222,4.683,6.542,18.463,60.321,6103000000,6103000000,2145000000,3958000000,2331000000,2325000000,1627000000,130000000,1729000000,467000000,1262000000,1262000000,1262000000,1262000000,1262000000,0.275,0.27,4628000000,4642000000,1627000000,4476000000,1262000000,1181710816,1627000000,1868000000,2145000000,241000000,1262000000,1758000000,0.27,"29,710,815.50",33120000000,10487000000,3783000000,3632000000,2781000000,1909000000,22633000000,7333000000,12341000000,-5008000000,5997000000,4233000000,9303000000,15909000000,11252000000,6266000000,5803000000,5803000000,4986000000,4986000000,4657000000,1454000000,1454000000,516000000,516000000,2687000000,17211000000,17211000000,33877000000,18665000000,17211000000,11214000000,-765000000,23651000000,11214000000,6440000000,4612000000,4612000000,949000000,949000000,1262000000,241000000,241000000,-95000000,-95000000,-795000000,-795000000,-261000000,-350000000,1007000000,1007000000,1632000000,-625000000,93000000,-718000000,3632000000,1161000000,31000000,2440000000,-350000000,93000000,-718000000,599000000
12/31/2006,24.18,24.5,23.745001,23.940001,14.331016,1.032,103.168,Buy,248080400,111843500000,112660500000,21.54,4.802,6.214,18.992,75.917,5932000000,5932000000,2063000000,3869000000,2657000000,2657000000,1212000000,-320000000,886000000,208000000,678000000,678000000,678000000,678000000,678000000,0.145,0.145,4666000000,4676000000,1212000000,4720000000,678000000,565510158,1212000000,1484000000,2063000000,272000000,678000000,1337000000,0.235,"34,510,158.01",29963000000,8441000000,2590000000,2440000000,2587000000,1641000000,21522000000,6903000000,11911000000,-5008000000,5135000000,3732000000,9484000000,13043000000,8890000000,5622000000,929000000,929000000,3268000000,3268000000,4153000000,1314000000,1314000000,608000000,608000000,2231000000,16920000000,16920000000,33468000000,18234000000,16920000000,11785000000,-449000000,21502000000,11785000000,4582000000,4636000000,4636000000,1323000000,1323000000,678000000,272000000,272000000,-3000000,-3000000,-158000000,-158000000,-407000000,-447000000,-2142000000,-2142000000,373000000,-1064000000,140000000,-1204000000,2440000000,-977000000,29000000,3388000000,-447000000,140000000,-1204000000,876000000
9/30/2006,22.450001,23.75,21.860001,23.360001,13.890952,1.057,105.721,Buy,386309000,104640560000,105438560000,20.685,4.547,6.111,16.337,55.64,6454000000,6454000000,2265000000,4189000000,2527000000,2527000000,1662000000,176000000,1826000000,366000000,1460000000,1460000000,1460000000,1460000000,1460000000,0.31,0.31,4684000000,4686000000,1662000000,4792000000,1460000000,1503975904,1662000000,1895000000,2265000000,233000000,1460000000,1950000000,0.2,"-11,024,096.39",31303000000,9360000000,3523000000,3388000000,2489000000,1592000000,21943000000,6728000000,11081000000,-4353000000,5101000000,3795000000,10114000000,13303000000,9234000000,6136000000,5620000000,5620000000,3098000000,3098000000,4069000000,1242000000,1242000000,732000000,732000000,2095000000,18000000000,18000000000,33514000000,19242000000,18000000000,12899000000,126000000,22340000000,12899000000,4340000000,4684000000,4684000000,1872000000,1872000000,1460000000,233000000,233000000,-43000000,-43000000,-845000000,-845000000,-313000000,-334000000,-1617000000,-1617000000,-871000000,-40000000,7000000,-47000000,3388000000,-590000000,-26000000,4004000000,-334000000,7000000,-47000000,1538000000
6/30/2006,21.6,22.395,21.184999,22.25,13.139299,1.068,106.818,Buy,251795800,100752840000,101550840000,19.917,4.378,5.884,15.681,44.874,6476000000,6476000000,2110000000,4366000000,2327000000,2327000000,2039000000,368000000,2391000000,555000000,1836000000,1836000000,1836000000,1836000000,1836000000,0.39,0.39,4700000000,4704000000,2039000000,4437000000,1836000000,1746925972,2039000000,2263000000,2110000000,224000000,1836000000,2147000000,0.232,"26,925,972.40",30350000000,10053000000,4130000000,4004000000,2593000000,1624000000,20297000000,6254000000,10607000000,-4353000000,4203000000,2993000000,9840000000,13228000000,9812000000,6024000000,5317000000,5317000000,3788000000,3788000000,3416000000,1140000000,1140000000,490000000,490000000,1786000000,17122000000,17122000000,32780000000,18262000000,17122000000,12919000000,241000000,22050000000,12919000000,4928000000,4684000000,4684000000,2055000000,2055000000,1836000000,224000000,224000000,39000000,39000000,-194000000,-194000000,-331000000,-370000000,-2242000000,-2242000000,-832000000,-656000000,0,-656000000,4004000000,-381000000,21000000,4364000000,-370000000,0,-656000000,1685000000
3/31/2006,21.049999,21.120001,20.43,20.98,12.300645,1.021,102.142,Buy,219255800,98687590000,99852590000,20.033,4.313,6.015,19.107,64.049,5226000000,5226000000,1771000000,3455000000,2105000000,2060000000,1350000000,73000000,1475000000,369000000,1106000000,1106000000,1106000000,1106000000,1106000000,0.235,0.235,4730000000,4732000000,1395000000,3876000000,1106000000,1115747797,1350000000,1559000000,1771000000,209000000,1106000000,1572000000,0.25,"-3,252,203.39",29811000000,10110000000,4492000000,4364000000,2237000000,1549000000,19701000000,5936000000,10289000000,-4353000000,4113000000,4113000000,9652000000,13405000000,10115000000,5610000000,4954000000,4954000000,4505000000,4505000000,3290000000,1152000000,1152000000,407000000,407000000,1731000000,16406000000,16406000000,31672000000,17558000000,16406000000,12293000000,-5000000,22063000000,12293000000,5657000000,4714000000,4714000000,707000000,707000000,1106000000,209000000,209000000,-28000000,-28000000,-503000000,-503000000,-244000000,-256000000,-582000000,-582000000,-74000000,-508000000,1000000,-509000000,4364000000,-378000000,41000000,4701000000,-256000000,1000000,-509000000,451000000
12/31/2005,20.395,20.995001,19.68,20.690001,12.042693,0.974,97.365,Sell,283895000,95494390000,94632390000,18.576,4.215,5.778,17.048,62.34,5551000000,5551000000,1996000000,3555000000,2293000000,2293000000,1262000000,100000000,1373000000,509000000,864000000,864000000,864000000,864000000,864000000,0.185,0.185,4754000000,4754000000,1262000000,4289000000,864000000,880990532,1262000000,1518000000,1996000000,256000000,864000000,1545000000,0.371,"-10,009,468.32",29427000000,10250000000,4767000000,4701000000,2281000000,1424000000,19177000000,5786000000,10139000000,-4353000000,3821000000,3821000000,9570000000,13072000000,9836000000,5290000000,4493000000,4493000000,4546000000,4546000000,3236000000,1154000000,1154000000,352000000,352000000,1730000000,16355000000,16355000000,31299000000,17509000000,16355000000,12534000000,414000000,22055000000,12534000000,5700000000,4738000000,4738000000,1143000000,1143000000,864000000,256000000,256000000,-14000000,-14000000,-279000000,-279000000,-266000000,-266000000,-1143000000,-1143000000,556000000,-367000000,93000000,-460000000,4701000000,-279000000,29000000,4951000000,-266000000,93000000,-460000000,877000000
9/30/2005,21.605,21.799999,20.639999,21.389999,12.368645,0.984,98.383,Sell,270077400,102682742071,101820742071,19.903,4.516,6.213,16.866,59.233,6037000000,6037000000,2235000000,3802000000,2310000000,2310000000,1492000000,161000000,1653000000,370000000,1283000000,1283000000,1283000000,1283000000,1283000000,0.27,0.27,4768000000,4770000000,1492000000,4545000000,1283000000,1309389595,1492000000,1719000000,2235000000,227000000,1283000000,1753000000,0.224,"-7,610,405.32",29883000000,10520000000,5062000000,4951000000,2217000000,1431000000,19363000000,5877000000,10217000000,-4340000000,3887000000,3887000000,9599000000,13357000000,8956000000,5877000000,5194000000,5194000000,3079000000,3079000000,4401000000,1121000000,1121000000,537000000,537000000,2743000000,16526000000,16526000000,31100000000,17647000000,16526000000,12639000000,1564000000,20726000000,12639000000,4200000000,4754931330,4754931330,1746000000,1746000000,1283000000,227000000,227000000,-115000000,-115000000,-569000000,-569000000,-195000000,-257000000,-1102000000,-1102000000,-635000000,-452000000,86000000,-538000000,4951000000,75000000,-76000000,4952000000,-257000000,86000000,-538000000,1489000000
6/30/2005,20.98,22.305,20.695,21.879999,12.571919,1.014,101.382,Buy,241584800,99670474187,99492474187,20.668,4.468,6.099,15.767,45.327,6310000000,6310000000,2146000000,4164000000,2192000000,2192000000,1972000000,252000000,2216000000,493000000,1723000000,1723000000,1723000000,1723000000,1723000000,0.36,0.36,4798000000,4802000000,1972000000,4338000000,1723000000,1734662906,1972000000,2195000000,2146000000,223000000,1723000000,2210000000,0.222,"-3,337,093.86",29678000000,10593000000,5011000000,4952000000,2349000000,1476000000,19085000000,5830000000,10089000000,-4259000000,3771000000,3771000000,9484000000,13335000000,8830000000,5107000000,4288000000,4288000000,3723000000,3723000000,4505000000,1110000000,1110000000,560000000,560000000,2835000000,16343000000,16343000000,30485000000,17453000000,16343000000,12572000000,1763000000,21176000000,12572000000,4833000000,4774633494,4774633494,2162000000,2162000000,1723000000,223000000,223000000,46000000,46000000,-489000000,-489000000,-199000000,-211000000,-3611000000,-3611000000,-2021000000,-919000000,42000000,-961000000,4952000000,-1938000000,-75000000,6965000000,-211000000,42000000,-961000000,1951000000
3/31/2005,20.915001,21.75,20.370001,21.719999,12.400489,1.054,105.385,Buy,277122600,100381888325,100358888325,21.26,4.554,6.08,19.058,63.318,5266000000,5266000000,1809000000,3457000000,2098000000,2098000000,1359000000,97000000,1448000000,446000000,1002000000,1002000000,1002000000,1002000000,1002000000,0.21,0.21,4818000000,4820000000,1359000000,3907000000,1002000000,997848066,1359000000,1585000000,1809000000,226000000,1002000000,1579000000,0.308,"1,848,066.30",31614000000,12286000000,7026000000,6965000000,2115000000,1511000000,19328000000,6063000000,10267000000,-4204000000,3842000000,3842000000,9423000000,15103000000,10636000000,4774000000,4026000000,4026000000,5862000000,5862000000,4467000000,1141000000,1141000000,485000000,485000000,2841000000,16511000000,16511000000,29432000000,17652000000,16511000000,12669000000,1650000000,23514000000,12669000000,7003000000,4817945204,4817945204,1372000000,1372000000,1002000000,226000000,226000000,-5000000,-5000000,-159000000,-159000000,-151000000,-165000000,-929000000,-929000000,-182000000,-87000000,9000000,-96000000,6965000000,284000000,-26000000,6707000000,-165000000,9000000,-96000000,1207000000
12/31/2004,20.950001,21,20.275,20.745001,11.766837,1.027,102.685,Buy,236828200,100324857929,100734857929,20.82,4.605,6.296,19.162,62.568,5257000000,5257000000,1803000000,3454000000,2107000000,2107000000,1347000000,82000000,1422000000,221000000,1201000000,1201000000,1201000000,1201000000,1201000000,0.25,0.25,4822000000,4828000000,1347000000,3910000000,1201000000,1237317159,1347000000,1610000000,1803000000,263000000,1201000000,1653000000,0.155,"-6,682,841.07",31327000000,12094000000,6768000000,6707000000,2171000000,1420000000,19233000000,6091000000,10149000000,-4058000000,3836000000,3836000000,9306000000,15392000000,10971000000,4950000000,4283000000,4283000000,6021000000,6021000000,4421000000,1157000000,1157000000,450000000,450000000,2814000000,15935000000,15935000000,29105000000,17092000000,15935000000,12099000000,1123000000,23113000000,12099000000,7178000000,4818677134,4818677134,1378000000,1378000000,1201000000,263000000,263000000,206000000,206000000,124000000,124000000,50000000,-235000000,-284000000,-284000000,581000000,-245000000,22000000,-267000000,6707000000,1218000000,124000000,5365000000,-235000000,22000000,-267000000,1143000000
9/30/2004,20.24,20.57,19.15,20.33,11.45912,0.932,93.247,Sell,284754200,96768021295,97766021295,21.303,4.464,6.471,17.267,74.802,5662000000,5662000000,2052000000,3610000000,2513000000,2513000000,1097000000,146000000,1235000000,300000000,935000000,935000000,935000000,935000000,935000000,0.195,0.195,4842000000,4848000000,1097000000,4565000000,935000000,960740891,1097000000,1307000000,2052000000,210000000,935000000,1341000000,0.243,"-8,259,109.31",29300000000,10420000000,5520000000,5365000000,1985000000,1414000000,18880000000,6171000000,10271000000,-4100000000,3718000000,3718000000,8991000000,14346000000,10213000000,4883000000,4021000000,4021000000,5330000000,5330000000,4133000000,1188000000,1188000000,317000000,317000000,2628000000,14954000000,14954000000,28509000000,16142000000,14954000000,11236000000,207000000,21472000000,11236000000,6518000000,4832360614,4832360614,1634000000,1634000000,935000000,210000000,210000000,13000000,13000000,-252000000,-252000000,-152000000,-168000000,-1063000000,-1063000000,-16000000,-457000000,29000000,-486000000,5365000000,319000000,4000000,5042000000,-168000000,29000000,-486000000,1466000000
6/30/2004,25.254999,25.695,21.4,21.93,12.28904,0.872,87.153,Sell,285865800,122451581249,123822581249,25.367,5.643,8.162,20.758,61.603,5965000000,5965000000,2030000000,3935000000,2132000000,2132000000,1803000000,265000000,2053000000,469000000,1584000000,1584000000,1584000000,1584000000,1584000000,0.325,0.325,4860000000,4868000000,1803000000,4162000000,1584000000,1550051632,1803000000,2010000000,2030000000,207000000,1584000000,1966000000,0.228,"10,051,631.76",29845000000,10512000000,5181000000,5042000000,2140000000,1491000000,19333000000,6306000000,10291000000,-3985000000,4084000000,4084000000,8943000000,14842000000,10078000000,5322000000,4198000000,4198000000,4756000000,4756000000,4764000000,1796000000,1796000000,325000000,325000000,2643000000,15003000000,15003000000,28180000000,16799000000,15003000000,10919000000,434000000,21555000000,10919000000,6552000000,4851488956,4851488956,1796000000,1796000000,1584000000,207000000,207000000,-10000000,-10000000,-156000000,-156000000,-164000000,-182000000,-851000000,-851000000,168000000,-402000000,81000000,-483000000,5042000000,789000000,-41000000,4294000000,-182000000,81000000,-483000000,1614000000
3/31/2004,25.24,26.75,24.889999,25.285,14.100482,1.032,103.218,Buy,235590000,122393672441,124428672441,26.614,5.712,8.348,24.503,74.777,5078000000,5078000000,1753000000,3325000000,1874000000,1874000000,1451000000,70000000,1512000000,385000000,1127000000,1127000000,1127000000,1127000000,1127000000,0.23,0.23,4880000000,4888000000,1451000000,3627000000,1127000000,1145634259,1451000000,1664000000,1753000000,213000000,1127000000,1689000000,0.255,"-6,365,740.74",29167000000,9627000000,4432000000,4294000000,2019000000,1391000000,19540000000,6444000000,10371000000,-3927000000,4140000000,4140000000,8956000000,14505000000,8968000000,5115000000,4030000000,4030000000,3853000000,3853000000,5537000000,2614000000,2614000000,350000000,350000000,2573000000,14662000000,14662000000,27203000000,17276000000,14662000000,10522000000,659000000,21129000000,10522000000,6467000000,4866547612,4866547612,1160000000,1160000000,1127000000,213000000,213000000,-47000000,-47000000,-219000000,-219000000,-148000000,-170000000,-63000000,-63000000,981000000,-442000000,61000000,-503000000,4294000000,878000000,54000000,3362000000,-170000000,61000000,-503000000,990000000
